user_id,num_clicks,num_sessions,avg_session_duration,avg_bags,age,birthdate,gender,married,has_children,home_country,num_trips,num_flights,money_spent_hotel,time_after_booking,avg_km_flown,perk,avg_nights_per_trip,group_k_means,cluster_name,value_score,booking_segment,group_dbscan
101961,126,8,117.75,0.4,44.0,1980-09-14,1,1,0,0,5,10,2429.0,5.6,1366.5690966548457,free meal,3.8,3,Weekend Explorers,24.1321119929405,General,-1
149058,142,8,131.75,0.4,52.0,1973-01-22,1,0,1,0,5,10,5373.0,5.8,1959.872031578899,free meal,5.0,3,Weekend Explorers,28.644194212688166,Luxury Traveler,-1
190866,186,9,153.88888888888889,0.4,38.0,1986-09-24,1,0,0,0,5,10,1359.0,7.2,2423.7357077809347,free meal,1.8,4,Budget Travelers,23.667203467936186,General,-1
204943,292,8,1043.5,1.2857142857142858,42.0,1982-12-20,0,0,0,1,5,10,3820.0,8.0,1571.027917851075,free meal,6.857142857142857,7,Solo Jetsetters,36.87841379609554,Luxury Traveler,-1
252835,117,8,108.25,0.6,39.0,1986-01-20,1,0,1,0,5,10,1460.0,7.4,1859.2391123662833,free meal,2.25,3,Weekend Explorers,22.556083519287544,General,-1
290123,190,9,155.88888888888889,0.8571428571428571,42.0,1983-04-08,1,1,0,0,7,13,3583.0,6.142857142857143,2533.380197339184,free meal,2.0,3,Weekend Explorers,34.39807454000132,General,-1
347778,162,9,133.33333333333334,1.0,50.0,1974-07-20,1,0,0,0,5,10,4474.0,5.6,2557.1706544265926,free meal,2.25,3,Weekend Explorers,27.618246922876576,General,-1
417679,141,8,131.625,0.4,38.0,1986-11-15,1,0,0,0,5,10,2098.1,7.8,2183.9401795795156,free meal,2.75,3,Weekend Explorers,23.971644515396946,General,-1
437069,204,8,190.625,0.6,44.0,1981-02-02,1,0,0,0,5,10,2403.9,7.2,1907.9256531151793,free meal,3.2,3,Weekend Explorers,25.717000877019903,General,-1
437539,160,8,148.875,0.4,47.0,1978-03-02,1,0,0,0,5,10,1150.0,7.2,1812.619170853473,free meal,1.6,3,Weekend Explorers,23.012706459779892,General,-1
438189,175,9,145.0,0.8333333333333334,37.0,1987-10-07,1,1,0,0,6,12,2077.3,7.666666666666667,1636.4334576742094,free meal,2.0,4,Budget Travelers,28.223823128548414,General,-1
446124,144,8,134.625,0.6,46.0,1978-12-26,1,0,0,0,5,10,1428.4,6.4,1978.2333387507601,free meal,2.4,3,Weekend Explorers,23.083012252164632,General,-1
449033,266,9,217.66666666666666,1.0,42.0,1983-01-27,1,0,0,0,5,10,1415.0,7.4,1786.4250448609096,free meal,2.0,4,Budget Travelers,25.304900981399648,General,-1
456226,130,8,122.375,1.0,49.0,1976-02-08,1,0,0,0,5,10,1504.0,50.4,5531.719198788111,free meal,3.75,3,Weekend Explorers,22.90758027573874,Frequent Flyer,-1
462456,141,8,129.875,0.2,41.0,1983-12-20,1,0,1,1,5,10,216.0,9.2,1281.1198111061526,free meal,0.6666666666666666,1,Young Adventurers,21.27721455209157,General,-1
463910,150,8,139.5,0.8,45.0,1980-06-11,1,0,0,0,5,10,2798.0,10.4,2337.407528155295,free meal,1.8,3,Weekend Explorers,25.149372061579168,Planner,-1
471077,157,8,148.375,0.5,58.0,1967-03-28,1,1,0,0,6,12,858.0,8.333333333333334,1801.4780043878106,free meal,1.0,3,Weekend Explorers,26.306792741262758,General,-1
473712,196,8,182.5,0.4,46.0,1978-07-15,1,0,0,0,6,10,2854.0,6.0,1705.9039987098956,free meal,2.6,3,Weekend Explorers,29.93499955440177,General,-1
474546,133,8,122.625,0.2,54.0,1971-04-25,1,1,0,0,5,10,2084.0,7.0,1769.8440513851965,free meal,3.25,3,Weekend Explorers,23.770880227914923,General,-1
474951,164,10,121.4,0.4,38.0,1986-10-24,1,0,0,0,5,10,639.0,6.8,1802.4260097133508,free meal,1.4,4,Budget Travelers,22.07237990672433,General,-1
475130,177,8,164.875,0.8333333333333334,47.0,1977-12-06,1,1,1,0,6,12,1715.6,7.0,1271.0040192534873,free meal,1.0,3,Weekend Explorers,27.92174883786387,General,-1
