user_id,num_clicks,num_sessions,avg_session_duration,avg_bags,age,birthdate,gender,married,has_children,home_country,num_trips,num_flights,money_spent_hotel,time_after_booking,avg_km_flown,perk,avg_nights_per_trip,group_k_means,cluster_name,value_score,booking_segment,group_dbscan
94883,73,8,67.75,0.5,53.0,1972-03-16,1,1,0,0,2,4,130.0,6.5,1451.335403701944,10% off next trip,0.5,6,Frequent Flyers,8.5053857846451,General,-1
101486,131,8,122.25,0.0,52.0,1972-12-07,1,1,1,0,2,2,2199.0,9.0,995.681599782712,10% off next trip,4.0,8,Last-Minute Planners,12.657129210886204,General,-1
118043,164,8,153.125,1.0,53.0,1972-05-04,1,0,1,0,5,6,5616.45,8.666666666666666,2505.165166407174,10% off next trip,5.5,3,Weekend Explorers,29.455453851194317,Luxury Traveler,-1
120851,55,8,51.75,0.0,52.0,1972-09-25,1,1,1,0,1,2,2002.0,7.0,2259.7966681958487,10% off next trip,10.0,8,Last-Minute Planners,7.05260397153976,Luxury Traveler,-1
125845,159,9,131.77777777777777,0.6666666666666666,41.0,1983-12-01,1,1,0,0,3,6,689.0,8.333333333333334,2861.519128720754,10% off next trip,1.3333333333333333,4,Budget Travelers,14.682543577117324,General,-1
133058,73,8,68.125,0.0,20.0,2005-04-07,1,0,0,0,1,2,0.0,6.0,2887.178515652686,10% off next trip,0.0,5,Spontaneous Bookers,4.573985597562665,General,-1
152583,149,8,139.0,2.0,38.0,1986-07-26,1,0,0,0,1,2,426.0,8.0,2265.716295635522,10% off next trip,2.0,6,Frequent Flyers,6.7578881983789945,General,-1
153982,150,8,138.5,0.3333333333333333,46.0,1978-08-15,1,0,1,1,3,6,681.0,8.666666666666666,1343.6251935624966,10% off next trip,1.3333333333333333,1,Young Adventurers,14.62785346914698,General,-1
160754,86,8,80.875,1.0,47.0,1977-12-06,1,1,1,0,1,2,428.0,11.0,527.63183389388,10% off next trip,2.0,8,Last-Minute Planners,5.4587722150082865,Planner,-1
164522,89,8,83.375,1.0,49.0,1975-11-07,1,1,0,0,1,2,3029.0,8.0,1807.646503324766,10% off next trip,13.0,6,Frequent Flyers,9.21887414634739,Luxury Traveler,-1
174997,252,8,991.75,0.3333333333333333,33.0,1991-11-01,1,0,0,0,2,4,448.0,7.5,1538.2757842488543,10% off next trip,1.5,7,Solo Jetsetters,19.863189764726545,General,-1
175032,127,9,104.33333333333333,0.5,30.0,1994-11-05,1,0,0,0,3,4,3243.6,5.5,1394.5441345457552,10% off next trip,4.0,4,Budget Travelers,17.67560609666255,General,-1
