user_id,num_clicks,num_sessions,avg_session_duration,avg_bags,age,birthdate,gender,married,has_children,home_country,num_trips,num_flights,money_spent_hotel,time_after_booking,avg_km_flown,perk,avg_nights_per_trip,group_k_means,cluster_name,value_score,booking_segment,group_dbscan
229009,144,8,264.78542925,0.25,18.0,2006-08-27,1,0,0,0,2,4,474.0,8.5,3028.73236214432,discount at special events,1.5,5,Spontaneous Bookers,11.711130356478598,General,-1
232647,100,8,93.875,1.0,19.0,2006-04-11,1,0,0,0,2,2,2343.0,7.0,1436.751018608673,discount at special events,11.0,5,Spontaneous Bookers,12.223509529725733,Luxury Traveler,-1
423413,133,8,123.875,0.0,19.0,2006-06-27,1,0,0,0,1,0,10760.0,0.0,0.0,discount at special events,20.0,5,Spontaneous Bookers,21.12677825503835,Luxury Traveler,-1
466342,65,8,60.25,0.0,18.0,2006-11-28,0,0,0,1,2,0,7760.4,0.0,0.0,discount at special events,12.0,5,Spontaneous Bookers,19.195297337010043,Luxury Traveler,-1
472446,172,8,161.0,0.0,18.0,2006-10-01,1,0,0,1,2,4,420.0,116.0,572.4404749057793,discount at special events,1.0,1,Young Adventurers,10.982075525704403,Planner,-1
474007,52,8,48.625,0.0,19.0,2006-05-13,1,0,0,0,1,2,0.0,6.0,456.328151527509,discount at special events,0.0,5,Spontaneous Bookers,4.138811403248462,General,-1
479078,71,8,67.375,0.0,19.0,2006-05-03,0,0,0,0,1,2,870.0,8.0,4293.2760612606235,discount at special events,6.0,5,Spontaneous Bookers,5.780871446850927,General,-1
481358,75,8,69.75,0.0,19.0,2006-02-02,1,0,0,0,1,2,0.0,168.0,47.73650533299819,discount at special events,0.0,5,Spontaneous Bookers,4.613226304231705,Planner,-1
483982,91,8,85.0,0.5,19.0,2006-02-17,1,0,0,0,2,4,1205.0,9.0,1447.728032288074,discount at special events,3.5,5,Spontaneous Bookers,10.412966528338334,General,-1
488246,78,8,72.75,0.0,19.0,2006-01-26,1,0,0,1,1,0,1586.5,0.0,0.0,discount at special events,5.0,5,Spontaneous Bookers,6.93466731410176,Luxury Traveler,-1
494484,170,8,158.375,1.0,19.0,2006-02-10,1,0,0,0,3,2,5388.6,6.0,2607.512777380675,discount at special events,7.333333333333333,3,Weekend Explorers,21.752556889618045,Luxury Traveler,-1
494630,128,9,107.33333333333333,0.0,19.0,2006-03-03,1,0,0,0,1,0,384.0,0.0,0.0,discount at special events,6.0,5,Spontaneous Bookers,6.14742126345154,Spontaneous Booker,-1
498298,130,8,121.875,2.0,19.0,2006-06-20,1,0,0,0,3,2,4832.0,6.0,1701.4311207634046,discount at special events,7.666666666666667,6,Frequent Flyers,20.137839689062382,Luxury Traveler,-1
508829,312,8,1005.0,0.25,18.0,2006-11-18,1,0,0,0,3,4,2554.0,8.5,2873.159768210758,discount at special events,5.0,7,Solo Jetsetters,27.449670884369343,Luxury Traveler,-1
509024,130,8,121.5,1.0,19.0,2006-04-28,1,0,0,0,1,2,2035.0,13.0,543.1331755162345,discount at special events,5.0,5,Spontaneous Bookers,8.654766659953598,Luxury Traveler,-1
509459,100,8,92.125,1.0,18.0,2006-11-27,1,0,0,0,2,2,8580.0,4.0,2919.2710157714046,discount at special events,5.0,3,Weekend Explorers,21.080762002217472,Luxury Traveler,-1
509552,117,8,110.625,1.0,19.0,2006-01-16,1,0,0,0,3,2,2125.0,364.0,4183.68105154044,discount at special events,6.5,0,Luxury Loyalists,16.024784613249317,Luxury Traveler,-1
509603,128,8,118.75,1.0,19.0,2006-04-10,1,0,0,0,2,1,4736.25,7.0,1440.567897362669,discount at special events,8.0,5,Spontaneous Bookers,16.19812375434121,Luxury Traveler,-1
511219,59,8,54.75,0.0,19.0,2006-04-05,1,0,0,0,1,0,412.0,0.0,0.0,discount at special events,2.0,5,Spontaneous Bookers,4.866493244772925,Spontaneous Booker,2
512696,149,8,139.25,1.0,18.0,2006-10-10,1,0,0,0,3,2,9131.0,9.0,3601.5884755092156,discount at special events,9.333333333333334,3,Weekend Explorers,26.645550694889973,Luxury Traveler,-1
512974,159,9,131.88888888888889,0.0,18.0,2006-12-11,1,0,0,1,3,1,1529.8,168.0,7819.1420652963525,discount at special events,6.0,0,Luxury Loyalists,15.8798710205723,Luxury Traveler,-1
513569,87,9,72.66666666666667,1.0,19.0,2006-01-09,1,0,0,0,2,2,139.4,4.0,3132.7568344839324,discount at special events,1.5,4,Budget Travelers,8.732115790901375,General,-1
513620,167,9,136.11111111111111,0.5,19.0,2006-05-14,1,0,0,1,3,4,2344.0,6.5,570.9391586647512,discount at special events,3.0,1,Young Adventurers,17.173630219927205,General,-1
514876,122,8,114.625,0.0,19.0,2006-03-25,1,0,0,0,1,0,2432.0,0.0,0.0,discount at special events,8.0,5,Spontaneous Bookers,9.059085929728866,Luxury Traveler,-1
514925,284,8,995.125,1.0,18.0,2006-12-27,1,0,0,1,1,0,1288.0,0.0,0.0,discount at special events,9.666666666666666,7,Solo Jetsetters,17.721325622355305,Spontaneous Booker,-1
516340,100,9,82.11111111111111,0.0,19.0,2006-07-03,1,0,0,0,1,0,372.0,0.0,0.0,discount at special events,6.0,5,Spontaneous Bookers,5.5575015254249145,Spontaneous Booker,-1
516433,69,9,57.888888888888886,0.0,19.0,2006-01-05,1,0,0,0,1,2,0.0,4.0,1068.6196369737304,discount at special events,0.0,5,Spontaneous Bookers,4.429163286973839,General,-1
516933,103,8,96.375,0.0,18.0,2006-09-09,1,0,0,0,3,6,137.0,6.0,3286.2899964467492,discount at special events,-1.0,6,Frequent Flyers,12.894314313736102,General,-1
518567,120,9,100.55555555555556,1.0,19.0,2006-03-01,1,0,0,0,1,2,106.0,8.0,1173.3344883917134,discount at special events,1.0,5,Spontaneous Bookers,5.592288152816037,General,-1
520882,62,8,57.5,0.0,19.0,2006-01-06,1,0,0,0,1,0,780.0,0.0,0.0,discount at special events,6.0,5,Spontaneous Bookers,5.4519043966750775,Spontaneous Booker,-1
521474,67,8,63.25,2.0,19.0,2006-03-07,1,0,0,0,1,2,144.0,7.0,4293.2760612606235,discount at special events,1.0,6,Frequent Flyers,4.661143608451181,General,-1
521818,142,8,449.44670075,0.6666666666666666,19.0,2006-06-14,1,0,0,0,1,2,93.6,7.0,584.9860535242605,discount at special events,8.333333333333334,5,Spontaneous Bookers,9.149660034119695,General,-1
522533,105,8,97.875,0.0,19.0,2005-08-23,1,0,0,0,3,6,1001.0,68.66666666666667,6008.547687094655,discount at special events,3.6666666666666665,6,Frequent Flyers,14.16164879171286,Planner,-1
523866,137,8,128.125,0.3333333333333333,18.0,2006-08-23,1,0,0,1,3,5,567.0,10.333333333333334,2746.541734200449,discount at special events,2.0,1,Young Adventurers,14.212372626605013,Planner,-1
525212,159,8,146.25,0.5,18.0,2006-11-02,0,0,0,0,3,4,807.6,6.5,2427.27135742425,discount at special events,3.0,6,Frequent Flyers,14.988714980134827,General,-1
526925,154,8,143.875,0.0,18.0,2006-11-10,1,0,0,0,3,0,6054.0,0.0,0.0,discount at special events,8.666666666666666,5,Spontaneous Bookers,22.371104005652587,Luxury Traveler,-1
527321,92,8,85.5,0.0,18.0,2006-09-21,1,0,0,1,1,0,340.0,0.0,0.0,discount at special events,5.0,5,Spontaneous Bookers,5.448915782446952,Spontaneous Booker,-1
528528,106,8,99.875,0.0,18.0,2006-10-04,0,0,0,0,1,2,616.0,4.0,957.3963440760709,discount at special events,4.0,5,Spontaneous Bookers,6.144775984267013,General,-1
528909,92,8,84.875,0.0,18.0,2006-07-16,1,0,0,0,2,0,17120.0,0.0,0.0,discount at special events,11.5,3,Weekend Explorers,33.06720707620544,Luxury Traveler,-1
530196,279,8,973.75,1.0,18.0,2006-09-03,1,0,0,0,2,0,3176.0,0.0,0.0,discount at special events,8.25,7,Solo Jetsetters,23.895028568157255,Luxury Traveler,-1
531834,69,8,64.25,1.0,19.0,2005-12-05,1,0,0,0,1,2,0.0,5.0,3344.70255025763,discount at special events,0.0,5,Spontaneous Bookers,4.489569113894,General,-1
532279,114,8,105.875,0.0,18.0,2006-08-13,1,0,0,0,1,0,4992.0,0.0,0.0,discount at special events,12.0,5,Spontaneous Bookers,12.523070288007299,Luxury Traveler,-1
532730,87,8,80.625,1.0,18.0,2006-10-24,1,0,0,0,2,2,3144.0,7.0,1031.2103864966462,discount at special events,8.0,5,Spontaneous Bookers,13.082569862062455,Luxury Traveler,-1
533449,124,9,102.77777777777777,1.0,19.0,2006-04-14,1,0,0,0,1,2,151.0,6.0,3838.5844409127685,discount at special events,1.0,5,Spontaneous Bookers,5.725034713626491,General,-1
536228,159,9,130.77777777777777,0.0,18.0,2006-09-17,1,0,0,0,1,0,1376.0,0.0,0.0,discount at special events,8.0,5,Spontaneous Bookers,8.150496422403004,Spontaneous Booker,-1
537580,134,8,124.875,0.5,18.0,2006-09-17,1,0,0,0,4,4,5628.6,5.0,1200.1423210569305,discount at special events,5.75,3,Weekend Explorers,25.097332576153413,Luxury Traveler,-1
537723,107,8,99.625,0.0,18.0,2006-07-22,0,0,0,0,1,2,200.0,6.0,1174.113445520385,discount at special events,1.0,5,Spontaneous Bookers,5.5624307843410286,General,-1
538139,61,8,57.625,1.0,18.0,2006-07-13,1,0,0,1,1,2,482.4,12.0,3192.2257673899608,discount at special events,2.0,1,Young Adventurers,5.0177677116521116,Planner,-1
538681,175,9,144.77777777777777,2.0,19.0,2006-01-04,1,0,0,0,1,2,0.0,11.0,341.81491512337976,discount at special events,-1.0,4,Budget Travelers,6.516174715281488,Planner,-1
539304,125,8,116.25,0.0,19.0,2006-05-01,1,0,0,0,2,0,2232.0,0.0,0.0,discount at special events,3.5,5,Spontaneous Bookers,12.575675660947613,Spontaneous Booker,-1
539669,142,8,132.5,0.0,19.0,2005-12-05,1,0,0,1,2,2,914.4,6.0,3232.8168286910113,discount at special events,1.5,1,Young Adventurers,11.057715244228637,General,-1
541034,50,8,47.375,0.0,19.0,2006-05-15,1,0,0,0,1,0,1021.5,0.0,0.0,discount at special events,5.0,5,Spontaneous Bookers,5.5565001673187115,Spontaneous Booker,-1
542706,106,8,98.875,0.0,19.0,2006-06-05,1,0,0,1,1,0,930.0,0.0,0.0,discount at special events,10.0,5,Spontaneous Bookers,6.582032379385515,Spontaneous Booker,-1
543126,99,8,90.375,1.0,18.0,2006-08-02,1,0,0,1,3,4,1078.5,5.5,642.1889247898121,discount at special events,3.6666666666666665,1,Young Adventurers,14.129264724542374,General,-1
543817,157,8,146.25,0.0,19.0,2006-01-20,1,0,0,0,1,2,112.0,11.0,2672.990411642033,discount at special events,-1.0,5,Spontaneous Bookers,6.4752206018044225,Planner,-1
543928,104,8,96.875,0.5,19.0,2006-05-11,1,0,0,0,2,4,1090.0,8.0,1907.7344976518452,discount at special events,3.5,5,Spontaneous Bookers,10.516875220402166,General,-1
544497,117,8,109.375,0.0,18.0,2006-11-05,1,0,0,0,1,0,1328.0,0.0,0.0,discount at special events,4.0,5,Spontaneous Bookers,7.378959859228254,Spontaneous Booker,-1
546121,125,8,117.125,0.0,19.0,2006-07-07,1,0,0,0,1,2,0.0,5.0,2838.8198994743666,discount at special events,0.0,5,Spontaneous Bookers,5.658342730528024,General,-1
547175,84,8,79.625,0.0,19.0,2005-12-22,1,0,0,1,2,1,1729.5,9.0,1026.2358725163785,discount at special events,8.5,5,Spontaneous Bookers,11.024839011375615,Luxury Traveler,-1
549190,141,8,379.691451125,1.0,18.0,2006-11-16,1,0,0,1,1,0,738.0,0.0,0.0,discount at special events,6.0,5,Spontaneous Bookers,9.392190158050076,Spontaneous Booker,-1
550711,146,8,135.25,0.0,18.0,2006-10-11,1,0,0,0,1,1,503.0,5.0,528.4313010317709,discount at special events,1.0,5,Spontaneous Bookers,6.796117449562905,General,-1
551576,102,8,94.5,1.0,19.0,2006-06-21,1,0,0,0,1,2,249.0,6.0,1076.764931902473,discount at special events,3.0,5,Spontaneous Bookers,5.523955553758423,General,-1
551600,86,8,80.0,1.0,19.0,2006-06-10,1,0,0,0,1,2,5124.0,5.0,2372.6381963006315,discount at special events,7.0,5,Spontaneous Bookers,12.131831829642149,Luxury Traveler,-1
551729,93,8,85.875,0.0,18.0,2006-10-26,1,0,0,1,1,2,138.7,7.0,2880.7096555293906,discount at special events,1.0,5,Spontaneous Bookers,5.177976236902201,General,-1
