user_id,num_clicks,num_sessions,avg_session_duration,avg_bags,age,birthdate,gender,married,has_children,home_country,num_trips,num_flights,money_spent_hotel,time_after_booking,avg_km_flown,perk,avg_nights_per_trip,group_k_means,cluster_name,value_score,booking_segment,group_dbscan
23557,82,8,76.625,0.0,66.0,1958-12-08,1,1,0,0,2,0,3670.5,0.0,0.0,meal voucher,10.0,2,Family Vacationers,13.734154581010094,Luxury Traveler,-1
306819,329,8,1061.875,0.3333333333333333,61.0,1964-04-02,1,1,1,0,1,2,370.0,4.0,293.18110814727305,meal voucher,0.3333333333333333,7,Solo Jetsetters,17.584794584916196,General,-1
343928,122,8,112.75,0.5,66.0,1959-01-26,1,1,0,0,2,4,348.0,170.5,11233.101337738275,meal voucher,3.0,0,Luxury Loyalists,9.826209935497449,Planner,-1
429345,136,8,127.625,0.0,67.0,1958-02-05,0,1,1,0,1,0,714.0,0.0,0.0,meal voucher,6.0,2,Family Vacationers,6.904868275391751,Spontaneous Booker,-1
442819,76,8,71.0,1.0,72.0,1952-08-07,1,1,0,1,1,2,85.0,6.0,3572.615039322173,meal voucher,1.0,1,Young Adventurers,4.757937395173532,General,-1
460181,97,8,90.25,0.0,67.0,1958-06-26,1,1,0,0,2,2,1899.0,9.0,1317.0815547509067,meal voucher,5.0,2,Family Vacationers,11.521658099165846,Luxury Traveler,-1
464080,118,8,109.125,2.0,72.0,1953-05-27,1,1,0,1,1,2,600.0,5.0,707.2245614965381,meal voucher,5.0,1,Young Adventurers,6.352707709028385,General,-1
486046,80,8,74.625,0.0,74.0,1950-10-13,1,1,0,1,1,0,1056.0,0.0,0.0,meal voucher,11.0,2,Family Vacationers,6.221497955568752,Spontaneous Booker,-1
486191,73,8,69.0,0.0,69.0,1956-04-23,1,1,0,0,1,0,1872.0,0.0,0.0,meal voucher,6.0,2,Family Vacationers,7.245736397668789,Luxury Traveler,-1
487276,162,8,150.5,0.6666666666666666,66.0,1959-04-27,1,1,0,0,4,6,2070.0,7.666666666666667,2493.5048129786614,meal voucher,3.5,6,Frequent Flyers,20.610903558282182,General,-1
