pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11
-0.3236869586254827,-0.6326827471318026,0.5045643320263946,-0.8582167328386405,3.005496635686765,1.1417575901016155,-4.869696347937249,2.5300094691133443,-5.025840107574784,-3.45007394621239,-1.2857177019261183,-0.9163409150696824
-0.33277857590853055,-0.7221120728059234,1.0092609663536156,-0.7633922310163924,-0.8370604057788064,0.8108357337308003,-4.4253999924291385,2.2312114800087284,-3.7870289919646933,-3.316023819335756,-0.6773050789062507,0.027420362731569118
-0.39192198360360786,-0.17722593101739015,1.025198382536385,-0.3704793235291006,0.9796954961598197,0.5335383089526524,-4.932373544907488,2.8167324345754317,-2.7121121323896196,-2.4461393735673256,-2.199554717181555,-0.31945945945774445
2.3316040132943807,-0.8296721170680883,-0.21490290377481822,-1.5720236378019619,-0.25072303012158154,0.6773634734316055,-4.449796226976075,2.2737873497431744,-3.181794231615554,-2.987760986323895,-1.1266465838131159,0.7251329228832158
1.197608545185791,3.935517265176612,2.450745861994652,2.998756762244986,2.0143615479355512,-1.2070359456361988,-5.836650664667396,3.5412206300094207,-0.5761216108658433,-5.492047455379368,5.451370926422317,-0.8614217398485066
2.7404842257549085,-0.36842542264404643,-0.6040432071263651,-0.11837106364302061,0.9573796380679981,0.10401680028395813,-5.009660539468204,2.700273806295533,-1.6562083938801355,-2.5394937720592288,-0.9964696398022874,-1.655273889701476
-0.6565748282079282,-1.022316571734921,0.7803016412665081,0.5749451451010599,2.1966608816672863,0.60029511952767,-4.7572539318185365,2.6390578216888714,-2.8630579103362215,-2.3627841571023254,-1.9800477611613474,-0.6337226106302049
1.169437321597865,0.05955758502177921,0.6841299593968647,-0.397864538917996,-1.089126794572513,2.1864453176017564,-4.655089886207906,2.2434523943893603,-3.178071323413972,-1.742911975934322,-0.09215186811107529,0.7670166362990442
-1.6292136125570762,-0.31552413030903986,-1.8081953204695758,0.3192181160850631,-1.6639496466963932,1.1795546720508825,-4.4419445014734755,2.0396340880052946,-2.9159642367813556,-2.59220013658281,-1.2316374103634806,0.45565150745751765
2.8458418872041262,-0.8300710869466685,-0.8808321181304976,-1.039674902926484,0.5928443862560474,0.17103748854311587,-4.627670414319217,2.4852884529115347,-1.4888651777772635,-2.030614189093296,-1.8068758593772092,-1.447770190710402
